sample;type;domain_name;domain_accession;domain_len;query_name;query_accession;qlen;sequence_evalue;sequence_score;sequence_bias;domain_N;domain_of;domain_cevalue;domain_ievalue;domain_score;domain_bias;hmm_from;hmm_to;ali_from;ali_to;env_from;env_to;acc;description
GCF_001570125.1_ASM157012v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P17998;-;697;3.9e-22;76;2.3;1;1;1.6e-25;7.4e-22;75.1;2.3;142;330;157;333;130;359;0.85;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570145.1_ASM157014v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570165.1_ASM157016v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570185.1_ASM157018v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570205.1_ASM157020v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.9e-38;128.4;8.9;1;1;1.6e-41;6.9e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570225.1_ASM157022v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570245.1_ASM157024v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;5.8e-38;128.4;8.9;1;1;1.6e-41;6.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P05819;-;511;4e-20;70;5.5;1;1;2.1e-23;9.7e-20;68.7;5.5;146;328;161;331;134;342;0.86;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P06716;-;626;3.1e-11;40.2;1.8;1;1;9.6e-15;4.5e-11;39.7;1.8;277;416;344;483;301;496;0.85;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P09883;-;582;4.2e-233;773.3;38.9;1;2;6.2e-201;2.9e-197;655;23.5;1;345;1;342;1;355;0.98;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P09883;-;582;4.2e-233;773.3;38.9;2;2;2.8e-40;1.3e-36;124.5;7.3;415;549;447;585;421;587;0.9;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570265.1_ASM157026v1_protein;colicin;WP_061371543.1;-;587;UniRef50_P17998;-;697;3.9e-22;76;2.3;1;1;1.6e-25;7.4e-22;75.1;2.3;142;330;157;333;130;359;0.85;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001570285.1_ASM157028v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570305.1_ASM157030v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001570325.1_ASM157032v1_protein;colicin;WP_006683632.1;-;162;Colicin;-;181;3.8e-38;129.1;8.2;1;1;9.5e-42;4.5e-38;128.8;8.2;4;154;2;152;1;160;0.96;MULTISPECIES: colicin V production protein [Enterobacteriaceae]
GCF_001570345.1_ASM157034v1_protein;colicin;WP_006683632.1;-;162;Colicin;-;181;3.9e-38;129.1;8.2;1;1;1.9e-41;4.5e-38;128.8;8.2;4;154;2;152;1;160;0.96;MULTISPECIES: colicin V production protein [Enterobacteriaceae]
GCF_001570345.1_ASM157034v1_protein;colicin;WP_064507042.1;-;155;Colicin;-;181;8.7e-38;127.9;9.4;1;1;4.3e-41;1e-37;127.7;9.4;4;154;2;152;1;154;0.96;colicin V production protein, partial [Salmonella enterica]
GCF_001575015.1_ASM157501v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.1e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001576255.1_ASM157625v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001576275.1_ASM157627v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001577505.1_ASM157750v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001578485.1_ASM157848v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586435.1_ASM158643v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.7e-38;128.4;8.9;1;1;1.6e-41;7.8e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586445.1_ASM158644v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586465.1_ASM158646v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586515.1_ASM158651v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586525.1_ASM158652v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586535.1_ASM158653v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586555.1_ASM158655v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586595.1_ASM158659v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586615.1_ASM158661v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586625.1_ASM158662v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586655.1_ASM158665v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586675.1_ASM158667v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6e-38;128.4;8.9;1;1;1.6e-41;7.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586685.1_ASM158668v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001586695.1_ASM158669v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.5e-38;128.4;8.9;1;1;1.6e-41;7.6e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587055.1_ASM158705v1_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;Colicin-E1;-;521;0;1111.8;36.6;1;1;0;0;1111.6;36.6;1;521;1;522;1;522;1;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_P05819;-;511;3.8e-10;37.1;4;1;2;0.14;680;-3.3;5.5;345;443;66;171;43;255;0.56;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_P05819;-;511;3.8e-10;37.1;4;2;2;8e-14;3.8e-10;37.1;4;309;478;332;498;303;518;0.84;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_P06716;-;626;2.9e-42;142.8;8.2;1;2;1;4800;-17.9;28.9;96;277;59;239;43;249;0.68;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_P06716;-;626;2.9e-42;142.8;8.2;2;2;6e-46;2.9e-42;142.8;8.2;427;626;318;522;272;522;0.88;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_P08083;-;387;3e-15;54.1;6.4;1;1;1.5e-18;7.2e-15;52.9;6.4;198;382;347;520;280;522;0.79;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_Q47502;-;490;1e-141;471.4;50.2;1;2;2.5e-56;1.2e-52;177.7;30.8;27;227;16;215;9;230;0.9;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_Q47502;-;490;1e-141;471.4;50.2;2;2;3.4e-93;1.6e-89;299.3;11.6;269;490;301;522;227;522;0.95;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_Q9KJ98;-;490;1e-141;471.4;50.2;1;2;2.5e-56;1.2e-52;177.7;30.8;27;227;16;215;9;230;0.9;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587755.1_CFSAN033938_01.0_protein;colicin;WP_000447006.1;-;522;UniRef50_Q9KJ98;-;490;1e-141;471.4;50.2;2;2;3.4e-93;1.6e-89;299.3;11.6;269;490;301;522;227;522;0.95;MULTISPECIES: colicin 10 [Enterobacteriaceae]
GCF_001587765.1_CFSAN033935_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.9e-38;128.4;8.9;1;1;1.6e-41;8.1e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;Colicin-E1;-;521;1.4e-39;134.4;10.1;1;2;1;4700;-6.7;11.8;118;233;161;272;154;289;0.49;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;Colicin-E1;-;521;1.4e-39;134.4;10.1;2;2;3e-43;1.4e-39;134.4;10.1;286;521;383;626;340;626;0.84;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_P05819;-;511;2e-15;54.5;7.3;1;2;0.17;770;-3.5;0.6;387;438;73;122;66;126;0.53;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_P05819;-;511;2e-15;54.5;7.3;2;2;4.2e-19;2e-15;54.5;7.3;311;507;442;622;392;625;0.77;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_P06716;-;626;0;1359.5;25;1;1;0;0;1359.3;25;1;626;1;626;1;626;1;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001132032.1;-;448;UniRef50_P06716;-;626;1.8e-06;24.5;0;1;1;1e-09;2.3e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_P08083;-;387;6.5e-10;36.5;5.2;1;1;2.1e-13;1e-09;35.9;5.2;186;358;438;609;386;625;0.83;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_Q47502;-;490;3.5e-42;143.1;11.2;1;2;1;4700;-12.7;19.5;197;283;177;267;57;284;0.44;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_Q47502;-;490;3.5e-42;143.1;11.2;2;2;7.5e-46;3.5e-42;143.1;11.2;266;490;401;626;375;626;0.94;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_Q9KJ98;-;490;3.5e-42;143.1;11.2;1;2;1;4700;-12.7;19.5;197;283;177;267;57;284;0.44;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587775.1_CFSAN033934_01.0_protein;colicin;WP_001283341.1;-;626;UniRef50_Q9KJ98;-;490;3.5e-42;143.1;11.2;2;2;7.5e-46;3.5e-42;143.1;11.2;266;490;401;626;375;626;0.94;MULTISPECIES: colicin 1B [Enterobacteriaceae]
GCF_001587785.1_CFSAN033937_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587835.1_CFSAN033892_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.6e-38;128.4;8.9;1;1;1.6e-41;7.7e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587845.1_CFSAN033933_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587855.1_CFSAN033932_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.4e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587885.1_CFSAN033930_01.0_protein;colicin;WP_000262100.1;-;162;Colicin;-;181;6.9e-38;128.2;8.3;1;1;1.7e-41;8.1e-38;128;8.3;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587915.1_CFSAN033929_01.0_protein;colicin;WP_000262100.1;-;162;Colicin;-;181;6.9e-38;128.2;8.3;1;1;1.7e-41;8.1e-38;128;8.3;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.4e-38;128.4;8.9;1;1;1.6e-41;7.5e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;Colicin-E1;-;521;7e-40;135.5;10.1;1;2;0.32;1600;-4.3;8.6;138;232;16;108;2;126;0.38;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;Colicin-E1;-;521;7e-40;135.5;10.1;2;2;1.4e-43;7e-40;135.5;10.1;286;521;220;463;176;463;0.84;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_P05819;-;511;8.3e-16;55.8;7.7;1;1;2.6e-19;1.3e-15;55.2;7.7;311;507;279;459;226;462;0.77;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_P06716;-;626;6.7e-292;967.4;24.3;1;1;3.1e-295;7.5e-292;967.3;24.3;164;626;1;463;1;463;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_001132032.1;-;448;UniRef50_P06716;-;626;1.8e-06;24.5;0;1;1;1e-09;2.4e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_P08083;-;387;4.4e-10;37.1;5.5;1;1;1.3e-13;6.5e-10;36.6;5.5;186;358;275;446;222;462;0.83;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_Q47502;-;490;1.4e-42;144.5;10.6;1;2;0.078;380;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_Q47502;-;490;1.4e-42;144.5;10.6;2;2;2.9e-46;1.4e-42;144.5;10.6;266;490;238;463;232;463;0.95;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_Q9KJ98;-;490;1.4e-42;144.5;10.6;1;2;0.078;380;-2;7.7;142;212;23;117;4;123;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587925.1_CFSAN033927_01.0_protein;colicin;WP_061586468.1;-;463;UniRef50_Q9KJ98;-;490;1.4e-42;144.5;10.6;2;2;2.9e-46;1.4e-42;144.5;10.6;266;490;238;463;232;463;0.95;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;Colicin-E1;-;521;2.3e-40;137;10.1;1;2;1;4600;-6.8;11.7;120;190;163;231;146;289;0.44;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;Colicin-E1;-;521;2.3e-40;137;10.1;2;2;4.9e-44;2.3e-40;137;10.1;271;521;382;626;337;626;0.79;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P05819;-;511;2.7e-14;50.7;7.6;1;2;0.17;770;-3.5;0.6;387;438;73;122;66;126;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P05819;-;511;2.7e-14;50.7;7.6;2;2;5.9e-18;2.7e-14;50.7;7.6;316;507;433;622;390;625;0.75;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P06716;-;626;0;1353.8;24.7;1;1;0;0;1353.7;24.7;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_001132027.1;-;448;UniRef50_P06716;-;626;1.8e-06;24.5;0;1;1;1e-09;2.4e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P08083;-;387;3e-09;34.3;4.4;1;1;1e-12;4.8e-09;33.7;4.4;186;358;438;609;406;625;0.83;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q47502;-;490;1.2e-42;144.7;11.7;1;2;1;4600;-11.7;20;196;283;176;267;57;284;0.45;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q47502;-;490;1.2e-42;144.7;11.7;2;2;2.5e-46;1.2e-42;144.7;11.7;266;490;401;626;374;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q9KJ98;-;490;1.2e-42;144.7;11.7;1;2;1;4600;-11.7;20;196;283;176;267;57;284;0.45;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587945.1_CFSAN033926_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q9KJ98;-;490;1.2e-42;144.7;11.7;2;2;2.5e-46;1.2e-42;144.7;11.7;266;490;401;626;374;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;Colicin-E1;-;521;2.3e-40;137;10.1;1;2;1;4700;-6.8;11.7;120;190;163;231;146;289;0.44;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;Colicin-E1;-;521;2.3e-40;137;10.1;2;2;4.9e-44;2.3e-40;137;10.1;271;521;382;626;337;626;0.79;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P05819;-;511;2.7e-14;50.7;7.6;1;2;0.17;770;-3.5;0.6;387;438;73;122;66;126;0.53;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P05819;-;511;2.7e-14;50.7;7.6;2;2;5.9e-18;2.7e-14;50.7;7.6;316;507;433;622;390;625;0.75;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P06716;-;626;0;1353.8;24.7;1;1;0;0;1353.7;24.7;1;626;1;626;1;626;1;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_001132027.1;-;448;UniRef50_P06716;-;626;1.8e-06;24.5;0;1;1;1e-09;2.4e-06;24.1;0;12;62;393;447;385;448;0.86;MULTISPECIES: hypothetical protein [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_P08083;-;387;3e-09;34.3;4.4;1;1;1e-12;4.8e-09;33.7;4.4;186;358;438;609;406;625;0.83;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q47502;-;490;1.2e-42;144.7;11.7;1;2;1;4700;-11.7;20;196;283;176;267;57;284;0.45;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q47502;-;490;1.2e-42;144.7;11.7;2;2;2.5e-46;1.2e-42;144.7;11.7;266;490;401;626;374;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q9KJ98;-;490;1.2e-42;144.7;11.7;1;2;1;4700;-11.7;20;196;283;176;267;57;284;0.45;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587965.1_CFSAN033925_01.0_protein;colicin;WP_061671619.1;-;626;UniRef50_Q9KJ98;-;490;1.2e-42;144.7;11.7;2;2;2.5e-46;1.2e-42;144.7;11.7;266;490;401;626;374;626;0.94;MULTISPECIES: colicin [Enterobacteriaceae]
GCF_001587995.1_CFSAN033922_01.0_protein;colicin;WP_000262100.1;-;162;Colicin;-;181;6.9e-38;128.2;8.3;1;1;1.7e-41;8.1e-38;128;8.3;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001588015.1_CFSAN033921_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.3e-38;128.4;8.9;1;1;1.6e-41;7.3e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001588025.1_CFSAN033919_01.0_protein;colicin;WP_000262100.1;-;162;Colicin;-;181;6.9e-38;128.2;8.3;1;1;1.7e-41;8.1e-38;128;8.3;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
GCF_001588045.1_CFSAN033918_01.0_protein;colicin;WP_000262102.1;-;162;Colicin;-;181;6.2e-38;128.4;8.9;1;1;1.6e-41;7.2e-38;128.1;8.9;4;154;2;152;1;157;0.96;colicin V production protein [Salmonella enterica]
